59	ìíîãî	ìíîãî	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3823.741#3824.044				
60	ëþäåé	÷åëîâåê	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3824.044#3824.347				
61	îíè	îíè	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3824.347#3824.655				
62	à	à	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3825.213#3825.566				
63	ïðî	ïðî	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3825.566#3825.925				
64	êíèæêó	êíèæêà	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3825.925#3826.284				
65	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3826.284#3826.643				
66	ñëûøàëè	ñëûøàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3826.643#3827.002				
67	äî	äî	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3827.002#3827.361				
68	âñßêîãî	âñßêèé	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3827.361#3827.72				
69	êîíöåðòà	êîíöåðò	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3827.72#3828.079				
70	è	è	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3828.079#3828.438				
71	êóïèëè	êóïèòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3828.438#3828.801				
72	ïî	ïî	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3829.36#3829.712				
73	èíòåðíåòó	èíòåðíåò	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3829.712#3830.064				
74	è	è	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3830.064#3830.416				
75	óæå	óæå	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3830.416#3830.768				
76	ïðî÷ëè	ïðî÷åñòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3830.768#3831.124				
77	äëß	äëß	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3831.242#3831.521				
78	ìåíß	ß	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3831.521#3831.8				
79	ñàìûé	ñàìûé	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3831.8#3832.079				
80	êëàññíûé	êëàññíûé	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3832.079#3832.358				
81	îòâåò	îòâåò	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3832.358#3832.637				
82	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3832.637#3832.916				
83	ìû	ìû	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3832.916#3833.195				
84	ïðî÷ëè	ïðî÷åñòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3833.195#3833.477				
85	è	è	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3833.712#3833.954				
86	ìû	ìû	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3833.954#3834.196				
87	òîæå	òîæå	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3834.196#3834.438				
88	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3834.438#3834.68				
89	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3834.68#3834.922				
90	êàêèå-òî	êàêîé-òî	DET	_	Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3834.922#3835.164				
91	øòóêè	øòóêà	NOUN	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3835.164#3835.406				
92	ñäåëàëè	cäåëàòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3835.406#3835.653				
93	äà	äà	INTJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3836.917#3837.211				
94	íó	íó	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3837.358#3837.652				
95	òî	òî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3837.652#3837.946				
96	åñòü	áûòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3837.946#3838.241				
97	íó	íó	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3842.615#3843.027				
98	ðàçíûå	ðàçíûé	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3843.115#3844.07				
99	èíèöèàòèâû	èíèöèàòèâà	NOUN	_	Animacy=Inan|Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3844.07#3845.025				
100	íà÷èíàþò	íà÷èíàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3845.025#3845.98				
101	ñòóäåí÷åñêèå	ñòóäåí÷åñêèé	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3845.98#3846.938				
102	ãðóïïû	ãðóïïà	NOUN	_	Animacy=Inan|Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3847.438#3848.349				
103	îðãàíèçîâûâàþò	îðãàíèçîâûâàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3848.349#3849.261				
104	êàê	êàê	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3849.636#3849.969				
105	ìóçûêàëüíûå	ìóçûêàëüíûé	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3849.969#3850.302				
106	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3850.302#3850.635				
107	íó	íó	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3850.635#3850.968				
108	òî	òî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3850.968#3851.301				
109	åñòü	áûòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3851.301#3851.634				
110	êòî-òî	êòî-òî	PRON	_	Case=Nom	_	_	_	@mva1988f-words#@mva1988f#3851.634#3851.967				
111	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3851.967#3852.3				
112	ðåøèë	ðåøèòü	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3852.3#3852.636				
113	ñîçäàòü	ñîçäàòü	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3853.313#3853.96				
114	òîæå	òîæå	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3855.342#3856.077				
115	ïàíê-ãðóïïó	ïàíê-ãðóïïà	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3856.077#3856.813				
116	òî	òî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3857.195#3857.489				
117	åñòü	áûòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3857.489#3857.783				
118	ïîíßòíî	ïîíßòíûé	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3857.783#3858.077				
119	÷òî	÷òî	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3858.077#3858.371				
120	â	â	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3858.371#3858.665				
121	ëþáîé	ëþáîé	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3858.665#3858.959				
122	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3858.959#3859.253				
123	åâðîïåéñêîé	åâðîïåéñêèé	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3859.253#3859.547				
124	ñòðàíå	ñòðàíà	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3859.547#3859.841				
125	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3859.841#3860.135				
126	ñîâåðøåííî	ñîâåðøåííî	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3860.135#3860.429				
127	äðóãîé	äðóãîé	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3860.429#3860.723				
128	êîíòåêñò	êîíòåêñò	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3860.723#3861.017				
129	è	è	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3861.017#3861.312				
130	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3861.665#3862.312				
131	ðåøåíèå	ðåøåíèå	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3862.312#3862.959				
132	ñîçäàòü	ñîçäàòü	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3863.253#3863.655				
133	ôåìèíèñòñêóþ	ôåìèíèñòñêèé	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3863.655#3864.057				
134	ïàíê-ãðóïïó	ïàíê-ãðóïïà	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3864.057#3864.459				
135	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3864.459#3864.861				
136	íå	íå	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3864.861#3865.263				
137	êàêîå-òî	êàêîé-òî	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3865.263#3865.665				
138	òàêîå	òàêîé	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3865.665#3866.067				
139	ðàäèêàëüíîå	ðàäèêàëüíûé	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3866.067#3866.469				
140	ðåøåíèå	ðåøåíèå	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3866.469#3866.871				
141	íî	íî	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3866.871#3867.273				
142	âñÞ	âñå	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3867.273#3867.675				
143	ðàâíî	ðàâíûé	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3867.675#3868.077				
144	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3868.724#3869.43				
145	î÷åíü	î÷åíü	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3869.812#3870.223				
146	êëÞâî	êëÞâî	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3870.223#3870.635				
147	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3870.988#3871.256				
148	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3871.256#3871.524				
149	ìåíß	ß	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3871.524#3871.792				
150	ïîðàçèëî	ïîðàçèòü	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3871.792#3872.06				
151	îñîáåííî	îñîáåííî	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3872.06#3872.328				
152	â	â	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3872.328#3872.596				
153	øòàòàõ	øòàò	NOUN	_	Animacy=Inan|Case=Loc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3872.596#3872.864				
154	îíè	îíè	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3872.864#3873.132				
155	òàêèå	òàêîé	DET	_	Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3873.132#3873.4				
156	åñëè	åñëè	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3874.488#3874.709				
157	áû	áû	AUX	_	_	_	_	_	@mva1988f-words#@mva1988f#3874.709#3874.93				
158	íå	íå	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3874.93#3875.151				
159	óññè	óññè	X	_	_	_	_	_	@mva1988f-words#@mva1988f#3875.151#3875.372				
160	àéîò	àéîò	X	_	_	_	_	_	@mva1988f-words#@mva1988f#3875.372#3875.593				
161	ìû	ìû	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3875.593#3875.814				
162	áû	áû	AUX	_	_	_	_	_	@mva1988f-words#@mva1988f#3875.814#3876.035				
163	íèêîãäà	íèêîãäà	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3876.035#3876.256				
164	íå	íå	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3876.256#3876.477				
165	íà÷àëè	íà÷àòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3876.477#3876.698				
166	èçó÷àòü	èçó÷àòü	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3876.698#3876.919				
167	ðóññêèé	ðóññêèé	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3876.919#3877.14				
168	ßçûê	ßçûê	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3877.14#3877.371				
169	î÷	î÷åíü	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3878.517#3878.899				
170	ìíîãî	ìíîãî	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3878.899#3879.282				
171	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3879.664#3880.076				
172	ß	ß	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3882.194#3882.527				
173	ñàìà	ñàì	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3882.527#3882.86				
174	óäèâèëàñü	óäèâèòüñß	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mva1988f-words#@mva1988f#3882.86#3883.194				
175	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3883.4#3883.694				
176	èì	îíè	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3888.096#3888.458				
177	èíòåðåñíî	èíòåðåñíî	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3888.458#3888.82				
178	èì	îíè	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3888.82#3889.182				
179	èíòåðåñåí	èíòåðåñíûé	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3889.182#3889.544				
180	êîíòåêñò	êîíòåêñò	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3889.544#3889.906				
181	èì	îíè	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3889.906#3890.268				
182	èíòåðåñòíû	èíòåðåñòíûé	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3890.268#3890.63				
183	âîò	âîò	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3890.63#3890.992				
184	íó	íó	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3890.992#3891.354				
185	òî	òî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3891.354#3891.716				
